Date,Category,Payment_Mode,Description,Amount,Cashback
7/10/2024,Groceries,Netbanking,Bought vegetables and fruits,416.44,0
7/11/2024,Entertainment,Credit Card,Gaming console purchase,907.72,0
7/11/2024,Investment,Netbanking,Investment in gold,841.47,0
7/11/2024,Shopping,Cash,Bought clothes,783.03,0
7/11/2024,Groceries,Netbanking,Bought vegetables and fruits,927.12,0
7/11/2024,Groceries,Credit Card,Bought vegetables and fruits,231.83,0
7/11/2024,Shopping,Cash,Bought clothes,528.08,0
7/11/2024,Shopping,Cash,Shopping for accessories,620.38,0
7/12/2024,Food,Cash,Dinner delivery from zomato,247.36,0
7/12/2024,Transportation,Credit Card,Paid for a cab ride to work,173.53,0
7/12/2024,Entertainment,Debit Card,Movie tickets,529.1,5.07
7/12/2024,Investment,Credit Card,Investment in gold,916.89,0
7/12/2024,Transportation,Cash,Paid for a cab ride to work,683.74,0
7/12/2024,Investment,Debit Card,Bought mutual fund units,404.22,0
7/12/2024,Groceries,Cash,Purchased daily essentials,939.85,0
7/12/2024,Groceries,Debit Card,Purchased daily essentials,815.75,7.24
7/13/2024,Medical Health,Cash,Medical insurance payment,653.11,0
7/13/2024,Groceries,Debit Card,Grocery shopping at the local store,467.2,0
7/13/2024,Transportation,Cash,Paid for train ticket,697.54,0
7/13/2024,Transportation,Cash,Fuel refilled for the bike,681.1,0
7/14/2024,Entertainment,Cash,Concert tickets,144.05,0
7/14/2024,Entertainment,Cash,Concert tickets,613.45,0
7/14/2024,Food,Cash,Had dinner at a restaurant with friends,106.84,0
7/14/2024,Medical Health,Credit Card,Health checkup cost,28.33,0
7/14/2024,Entertainment,UPI,Movie tickets,700.83,8.88
7/14/2024,Food,UPI,Dinner delivery from zomato,513.8,0
7/14/2024,Food,Debit Card,Dinner delivery from zomato,690.48,0
7/14/2024,Entertainment,Netbanking,Gaming console purchase,412.61,0
7/14/2024,Medical Health,UPI,Medical insurance payment,494.05,8.15
7/14/2024,Medical Health,Netbanking,Health checkup cost,179.9,0
7/15/2024,Entertainment,Credit Card,Concert tickets,382.46,0
7/15/2024,Food,Debit Card,Took out a meal from a restaurant,601.83,3.27
7/15/2024,Investment,Credit Card,Purchased bonds,770.85,0
7/15/2024,Groceries,Debit Card,Grocery shopping at the local store,430.28,0
7/15/2024,Groceries,UPI,Bought vegetables and fruits,205.65,2.82
7/15/2024,Transportation,UPI,Uber ride to the office,68.83,5.43
7/15/2024,Investment,Cash,Investment in gold,249.95,0
7/16/2024,Medical Health,Cash,Medical insurance payment,767.37,0
7/16/2024,Food,Netbanking,Had lunch at hotel,622.85,0
7/16/2024,Transportation,Netbanking,Bought a metro ticket for travel,116.2,0
7/16/2024,Transportation,UPI,Paid for a cab ride to work,355.39,4.41
7/16/2024,Shopping,Netbanking,Bought clothes,527.97,0
7/16/2024,Entertainment,Cash,Gaming console purchase,424.73,0
7/17/2024,Food,Credit Card,Took out a meal from a restaurant,550.49,0
7/17/2024,Shopping,Cash,Bought a gift for a friend's birthday,15.63,0
7/17/2024,Food,Netbanking,Ordered food from swiggy,686.06,0
7/17/2024,Food,Cash,Took out a meal from a restaurant,875.38,0
7/17/2024,Shopping,Debit Card,Bought clothes,458.8,0.67
7/18/2024,Shopping,Netbanking,Bought clothes,620.94,0
7/18/2024,Entertainment,UPI,Concert tickets,400.04,0
7/18/2024,Transportation,UPI,Fuel refilled for the bike,192.26,4.48
7/18/2024,Medical Health,Netbanking,Bought medication,911.3,0
7/18/2024,Food,Cash,Took out a meal from a restaurant,799.89,0
7/18/2024,Investment,Netbanking,Purchased bonds,561.34,0
7/18/2024,Food,UPI,Dinner delivery from zomato,860.14,0
7/19/2024,Food,Credit Card,Had dinner at a restaurant with friends,588.89,0
7/19/2024,Entertainment,Netbanking,Gaming console purchase,321.69,0
7/19/2024,Entertainment,Netbanking,Concert tickets,236.34,0
7/19/2024,Transportation,Cash,Fuel refilled for the bike,858.96,0
7/19/2024,Investment,Credit Card,Bought mutual fund units,988.83,4.5
7/19/2024,Groceries,Credit Card,Grocery shopping at the local store,376.1,0
7/19/2024,Shopping,Netbanking,Bought a gift for a friend's birthday,665.37,0
7/19/2024,Food,Netbanking,Ordered food from swiggy,836.65,0
7/20/2024,Entertainment,Debit Card,Movie tickets,831.6,0
7/20/2024,Investment,UPI,Investment in gold,135.57,0
7/20/2024,Medical Health,Cash,Medical insurance payment,669.8,0
7/20/2024,Food,Netbanking,Dinner delivery from zomato,260.7,0
7/20/2024,Entertainment,Netbanking,Concert tickets,388.69,0
7/20/2024,Food,UPI,Took out a meal from a restaurant,946.73,5.58
7/20/2024,Transportation,Netbanking,Uber ride to the office,328.96,0
7/20/2024,Investment,Cash,Purchased bonds,38.43,0
7/20/2024,Entertainment,Credit Card,Movie tickets,342.52,7.55
7/21/2024,Groceries,UPI,Bought fresh fruits and snacks,688.12,0
7/21/2024,Transportation,Cash,Paid for a cab ride to work,282.38,0
7/21/2024,Investment,Credit Card,Investment in gold,465.86,0
7/21/2024,Investment,Cash,Investment in gold,324.59,0
7/21/2024,Food,Debit Card,Dinner delivery from zomato,324.32,0
7/21/2024,Entertainment,Credit Card,Concert tickets,898.52,0
7/21/2024,Medical Health,Netbanking,Health checkup cost,778.02,0
7/21/2024,Groceries,Cash,Bought vegetables and fruits,655.61,0
7/21/2024,Medical Health,UPI,Health checkup cost,802.03,0
7/21/2024,Medical Health,Netbanking,Health checkup cost,155.85,0
7/22/2024,Groceries,Credit Card,Bought vegetables and fruits,219.92,0
7/22/2024,Investment,UPI,Invested in stocks,79.8,0
7/22/2024,Groceries,UPI,Bought vegetables and fruits,263.95,0
7/22/2024,Medical Health,Credit Card,Medical insurance payment,601.11,0
7/23/2024,Investment,Credit Card,Invested in stocks,343.03,0
7/23/2024,Food,UPI,Had lunch at hotel,538.44,0
7/23/2024,Transportation,UPI,Bought a metro ticket for travel,677.83,0
7/23/2024,Medical Health,UPI,Doctor's consultation fee,710.12,0
7/23/2024,Entertainment,UPI,Movie tickets,600.07,2.81
7/23/2024,Groceries,Credit Card,Bought vegetables and fruits,740.89,0
7/23/2024,Food,Credit Card,Ordered food from swiggy,674.64,0
7/23/2024,Transportation,Debit Card,Paid for a cab ride to work,71.15,0
7/23/2024,Groceries,UPI,Purchased daily essentials,901.63,7.61
7/24/2024,Transportation,Debit Card,Paid for train ticket,905.05,0
7/24/2024,Entertainment,Netbanking,Gaming console purchase,433.08,0
7/24/2024,Shopping,Cash,Bought clothes,684.01,0
7/24/2024,Shopping,UPI,Bought a gift for a friend's birthday,14.77,0
7/24/2024,Investment,UPI,Purchased bonds,976.48,0
7/24/2024,Food,Cash,Had lunch at hotel,479.54,0
7/25/2024,Investment,Cash,Invested in stocks,814.24,0
7/25/2024,Groceries,Credit Card,Bought fresh fruits and snacks,933.76,0
7/25/2024,Shopping,Cash,Bought clothes,782.12,0
7/25/2024,Groceries,Debit Card,Purchased daily essentials,377.56,0
7/25/2024,Food,Credit Card,Ordered food from swiggy,681.55,0
7/26/2024,Entertainment,Debit Card,Gaming console purchase,829.26,0
7/26/2024,Food,UPI,Took out a meal from a restaurant,323.13,0
7/26/2024,Groceries,Netbanking,Bought vegetables and fruits,418.37,0
7/26/2024,Food,Netbanking,Had lunch at hotel,943.82,0
7/26/2024,Transportation,Debit Card,Paid for a cab ride to work,294.22,0
7/26/2024,Food,Netbanking,Had dinner at a restaurant with friends,607.64,0
7/26/2024,Food,Credit Card,Took out a meal from a restaurant,894.12,0
7/26/2024,Groceries,UPI,Purchased daily essentials,138.67,0
7/27/2024,Entertainment,Cash,Movie tickets,668.5,0
7/28/2024,Shopping,Netbanking,Bought a gift for a friend's birthday,111.18,0
7/28/2024,Medical Health,Cash,Bought medication,617.15,0
7/28/2024,Transportation,Cash,Uber ride to the office,227.11,0
7/28/2024,Investment,UPI,Purchased bonds,736.99,0
7/28/2024,Food,Cash,Had dinner at a restaurant with friends,696.52,0
7/28/2024,Entertainment,Debit Card,Gaming console purchase,478.29,9.41
7/28/2024,Investment,UPI,Bought mutual fund units,109.96,0
7/28/2024,Medical Health,Debit Card,Medical insurance payment,959.19,0
7/29/2024,Entertainment,Netbanking,Gaming console purchase,422.26,0
7/29/2024,Investment,Netbanking,Investment in gold,422.84,0
7/29/2024,Groceries,Netbanking,Grocery shopping at the local store,362.78,0
7/29/2024,Entertainment,Cash,Gaming console purchase,629.11,0
7/29/2024,Entertainment,Cash,Movie tickets,348.72,0
7/29/2024,Shopping,Netbanking,Bought household items,367.33,0
7/29/2024,Investment,Cash,Bought mutual fund units,926.47,0
7/29/2024,Shopping,Cash,Shopping for accessories,686.66,0
7/30/2024,Food,UPI,Had dinner at a restaurant with friends,368.86,0
7/30/2024,Transportation,Debit Card,Bought a metro ticket for travel,484.58,0
7/30/2024,Transportation,Netbanking,Bought a metro ticket for travel,313.49,0
7/30/2024,Investment,Cash,Purchased bonds,404.52,0
7/30/2024,Transportation,Netbanking,Bought a metro ticket for travel,262.36,0
7/30/2024,Shopping,Debit Card,Purchased electronics,688.83,0
7/30/2024,Investment,Netbanking,Invested in stocks,394.78,0
7/30/2024,Shopping,Debit Card,Bought household items,824.64,0
7/30/2024,Transportation,UPI,Uber ride to the office,983.79,0
8/1/2024,Investment,Netbanking,Investment in gold,405.46,0
8/1/2024,Medical Health,Credit Card,Health checkup cost,492.59,0
8/1/2024,Groceries,Debit Card,Grocery shopping at the local store,704.46,0
8/1/2024,Shopping,Debit Card,Purchased electronics,642.16,0.8
8/1/2024,Entertainment,Credit Card,Gaming console purchase,758.81,0
8/1/2024,Investment,Debit Card,Bought mutual fund units,90.82,6.46
8/1/2024,Entertainment,Cash,Gaming console purchase,308.29,0
8/2/2024,Shopping,Debit Card,Purchased electronics,831.58,0
8/2/2024,Groceries,Credit Card,Bought vegetables and fruits,298.65,0
8/2/2024,Transportation,UPI,Paid for a cab ride to work,880.23,7.29
8/3/2024,Food,Netbanking,Had dinner at a restaurant with friends,980.7,0
8/3/2024,Food,Debit Card,Dinner delivery from zomato,675.27,0
8/3/2024,Transportation,Credit Card,Paid for a cab ride to work,289.68,0
8/3/2024,Groceries,Netbanking,Bought vegetables and fruits,112.48,0
8/3/2024,Investment,UPI,Bought mutual fund units,95.51,3.08
8/3/2024,Investment,Netbanking,Bought mutual fund units,993.88,0
8/4/2024,Entertainment,UPI,Concert tickets,833.31,0
8/4/2024,Entertainment,UPI,Movie tickets,311.68,0
8/4/2024,Food,Cash,Dinner delivery from zomato,103.13,0
8/4/2024,Transportation,Debit Card,Uber ride to the office,800.34,4.65
8/4/2024,Transportation,Credit Card,Fuel refilled for the bike,75.11,4.12
8/4/2024,Food,Debit Card,Took out a meal from a restaurant,731.66,0
8/4/2024,Groceries,UPI,Bought vegetables and fruits,40.62,0
8/4/2024,Transportation,Netbanking,Bought a metro ticket for travel,248.64,0
8/4/2024,Groceries,Credit Card,Purchased daily essentials,635.43,0
8/5/2024,Medical Health,UPI,Medical insurance payment,148.41,0
8/5/2024,Transportation,Debit Card,Paid for train ticket,907.66,2.64
8/5/2024,Investment,Netbanking,Invested in stocks,620.74,0
8/5/2024,Investment,Debit Card,Bought mutual fund units,857.45,3.74
8/5/2024,Shopping,UPI,Bought household items,330.78,0
8/5/2024,Entertainment,Cash,Gaming console purchase,454.98,0
8/5/2024,Shopping,Debit Card,Purchased electronics,542.79,0
8/5/2024,Medical Health,Credit Card,Medical insurance payment,289.43,0
8/5/2024,Investment,Debit Card,Bought mutual fund units,358.13,1.75
8/6/2024,Groceries,UPI,Bought fresh fruits and snacks,345.46,0
8/6/2024,Groceries,Cash,Bought fresh fruits and snacks,352.15,0
8/6/2024,Groceries,Cash,Bought fresh fruits and snacks,273.2,0
8/6/2024,Shopping,Credit Card,Shopping for accessories,33.78,0
8/7/2024,Medical Health,Cash,Medical insurance payment,106.67,0
8/7/2024,Transportation,Cash,Paid for train ticket,386.22,0
8/7/2024,Shopping,Cash,Bought household items,289.76,0
8/7/2024,Medical Health,Debit Card,Doctor's consultation fee,839.58,4.94
8/7/2024,Investment,Cash,Invested in stocks,567.33,0
8/8/2024,Entertainment,Cash,Gaming console purchase,623.02,0
8/8/2024,Food,Cash,Had lunch at hotel,655.91,0
8/8/2024,Investment,Debit Card,Invested in stocks,542.34,0
8/8/2024,Shopping,Debit Card,Bought clothes,695.02,4.64
8/8/2024,Shopping,Credit Card,Purchased electronics,682.48,0
8/8/2024,Groceries,UPI,Bought fresh fruits and snacks,437.54,0
8/8/2024,Medical Health,Debit Card,Health checkup cost,730.92,7.6
8/9/2024,Entertainment,UPI,Movie tickets,449.27,0
8/9/2024,Medical Health,Netbanking,Doctor's consultation fee,756.47,0
8/9/2024,Entertainment,Netbanking,Gaming console purchase,629.96,0
8/9/2024,Groceries,Debit Card,Purchased daily essentials,728.38,0
8/9/2024,Shopping,Cash,Bought clothes,619.46,0
8/9/2024,Entertainment,Cash,Concert tickets,30.59,0
8/9/2024,Entertainment,Credit Card,Movie tickets,373.57,0
8/9/2024,Medical Health,Netbanking,Doctor's consultation fee,646.12,0
8/10/2024,Groceries,Cash,Bought fresh fruits and snacks,248.42,0
8/10/2024,Transportation,Cash,Fuel refilled for the bike,620.21,0
8/10/2024,Food,Netbanking,Ordered food from swiggy,589.85,0
8/10/2024,Investment,Cash,Investment in gold,43.69,0
8/10/2024,Entertainment,Debit Card,Movie tickets,96.3,0
8/10/2024,Transportation,Netbanking,Uber ride to the office,828.65,0
8/10/2024,Shopping,UPI,Shopping for accessories,331.44,0
8/10/2024,Investment,Debit Card,Purchased bonds,557.57,0
8/11/2024,Groceries,UPI,Bought vegetables and fruits,431.37,0
8/11/2024,Food,Credit Card,Had dinner at a restaurant with friends,664.95,1.28
8/11/2024,Investment,Netbanking,Purchased bonds,93.89,0
8/11/2024,Transportation,Debit Card,Paid for train ticket,323.26,0
8/12/2024,Entertainment,Netbanking,Concert tickets,277.63,0
8/12/2024,Shopping,Debit Card,Bought household items,704.37,0
8/12/2024,Shopping,Cash,Bought clothes,896.7,0
8/12/2024,Medical Health,Credit Card,Health checkup cost,133.26,0
8/12/2024,Entertainment,UPI,Concert tickets,664.38,0
8/12/2024,Food,Debit Card,Ordered food from swiggy,546.24,0
8/12/2024,Transportation,Credit Card,Paid for a cab ride to work,889.94,0
8/12/2024,Transportation,Cash,Bought a metro ticket for travel,774.54,0
8/13/2024,Shopping,Netbanking,Bought household items,662.18,0
8/13/2024,Entertainment,Netbanking,Concert tickets,207.22,0
8/13/2024,Transportation,Cash,Bought a metro ticket for travel,568.67,0
8/13/2024,Transportation,Netbanking,Paid for train ticket,564.96,0
8/13/2024,Medical Health,Credit Card,Medical insurance payment,764.89,0
8/13/2024,Groceries,Credit Card,Grocery shopping at the local store,929.18,0
8/13/2024,Food,UPI,Took out a meal from a restaurant,379.66,0
8/14/2024,Shopping,Credit Card,Bought a gift for a friend's birthday,242.6,0
8/14/2024,Food,UPI,Ordered food from swiggy,81.7,0
8/14/2024,Medical Health,Cash,Doctor's consultation fee,497.94,0
8/14/2024,Groceries,Credit Card,Bought fresh fruits and snacks,529.04,0
8/14/2024,Medical Health,Cash,Doctor's consultation fee,575.54,0
8/14/2024,Entertainment,Credit Card,Gaming console purchase,300.27,0
8/14/2024,Medical Health,UPI,Doctor's consultation fee,144.32,0
8/14/2024,Entertainment,Cash,Gaming console purchase,634.84,0
8/14/2024,Investment,Cash,Investment in gold,267.76,0
8/14/2024,Entertainment,Netbanking,Movie tickets,166.8,0
8/14/2024,Medical Health,Credit Card,Bought medication,431.84,0
8/14/2024,Investment,Debit Card,Purchased bonds,611.62,7.02
8/15/2024,Entertainment,Credit Card,Concert tickets,996.06,0
8/15/2024,Food,Cash,Ordered food from swiggy,963.49,0
8/16/2024,Investment,Cash,Purchased bonds,15.74,0
8/16/2024,Shopping,Debit Card,Bought household items,613.77,9.59
8/16/2024,Transportation,Credit Card,Bought a metro ticket for travel,800.65,0
8/17/2024,Food,Cash,Dinner delivery from zomato,647.91,0
8/17/2024,Groceries,Credit Card,Bought vegetables and fruits,876.04,5.97
8/17/2024,Transportation,UPI,Paid for a cab ride to work,298.99,0
8/17/2024,Transportation,Debit Card,Paid for a cab ride to work,906.67,0
8/17/2024,Transportation,Netbanking,Fuel refilled for the bike,309.36,0
8/17/2024,Groceries,Netbanking,Grocery shopping at the local store,631.26,0
8/17/2024,Shopping,Debit Card,Bought household items,826.12,2.99
8/17/2024,Food,Debit Card,Had lunch at hotel,450.45,4.12
8/17/2024,Investment,Cash,Purchased bonds,52.33,0
8/18/2024,Investment,Credit Card,Invested in stocks,870.09,0
8/18/2024,Entertainment,Cash,Gaming console purchase,525.11,0
8/18/2024,Entertainment,Netbanking,Movie tickets,645.56,0
8/18/2024,Entertainment,UPI,Concert tickets,661.83,0
8/18/2024,Groceries,Credit Card,Bought vegetables and fruits,478.85,0
8/19/2024,Entertainment,Credit Card,Concert tickets,682.23,0
8/19/2024,Investment,Netbanking,Investment in gold,458.39,0
8/19/2024,Food,Cash,Took out a meal from a restaurant,871.95,0
8/19/2024,Transportation,Credit Card,Uber ride to the office,608.63,0
8/19/2024,Investment,Credit Card,Invested in stocks,840.91,0
8/19/2024,Food,Cash,Ordered food from swiggy,142.16,0
8/19/2024,Medical Health,Credit Card,Medical insurance payment,985.77,9.11
8/19/2024,Investment,Debit Card,Purchased bonds,562.23,0
8/20/2024,Medical Health,Credit Card,Bought medication,779.94,0
8/20/2024,Transportation,Netbanking,Bought a metro ticket for travel,430.13,0
8/20/2024,Groceries,Credit Card,Bought vegetables and fruits,959.44,0
8/20/2024,Food,Cash,Dinner delivery from zomato,282.56,0
8/20/2024,Medical Health,Debit Card,Bought medication,830.81,0
8/20/2024,Investment,UPI,Investment in gold,34.77,0.42
8/20/2024,Food,Netbanking,Had dinner at a restaurant with friends,38.34,0
8/21/2024,Food,Debit Card,Dinner delivery from zomato,793.31,0
8/21/2024,Food,Debit Card,Dinner delivery from zomato,164.63,0
8/21/2024,Food,UPI,Had dinner at a restaurant with friends,280.37,0
8/21/2024,Entertainment,UPI,Concert tickets,614.39,0
8/21/2024,Food,Cash,Had dinner at a restaurant with friends,189.15,0
8/21/2024,Investment,Credit Card,Bought mutual fund units,123.2,0
8/22/2024,Shopping,Cash,Purchased electronics,337.33,0
8/22/2024,Investment,Cash,Invested in stocks,673.02,0
8/22/2024,Medical Health,Cash,Bought medication,571.13,0
8/22/2024,Investment,UPI,Invested in stocks,363.81,0
8/22/2024,Medical Health,Debit Card,Bought medication,738.09,5.03
8/22/2024,Medical Health,Netbanking,Bought medication,25.28,0
8/22/2024,Shopping,UPI,Bought clothes,130.85,0
8/22/2024,Entertainment,Credit Card,Gaming console purchase,61.29,0
8/23/2024,Groceries,Cash,Bought fresh fruits and snacks,146.28,0
8/23/2024,Medical Health,Netbanking,Medical insurance payment,718.4,0
8/23/2024,Food,Netbanking,Had dinner at a restaurant with friends,338.8,0
8/23/2024,Entertainment,UPI,Gaming console purchase,954.12,0
8/23/2024,Shopping,Cash,Bought clothes,574.49,0
8/23/2024,Shopping,Debit Card,Shopping for accessories,518.41,7.43
8/24/2024,Entertainment,Credit Card,Movie tickets,209.8,0
8/24/2024,Food,Netbanking,Took out a meal from a restaurant,737.55,0
8/24/2024,Medical Health,Debit Card,Doctor's consultation fee,788.86,8.06
8/24/2024,Shopping,Netbanking,Purchased electronics,312.05,0
8/24/2024,Investment,UPI,Bought mutual fund units,333.65,0
8/24/2024,Medical Health,Netbanking,Health checkup cost,503.47,0
8/24/2024,Investment,Cash,Invested in stocks,538.47,0
8/24/2024,Entertainment,Netbanking,Concert tickets,349.82,0
8/24/2024,Shopping,Cash,Bought household items,939.65,0
8/25/2024,Shopping,Credit Card,Bought clothes,971.52,5.56
8/25/2024,Entertainment,UPI,Movie tickets,935.75,0
8/25/2024,Shopping,Netbanking,Shopping for accessories,707.49,0
8/25/2024,Food,Cash,Had lunch at hotel,308.01,0
8/25/2024,Investment,Credit Card,Invested in stocks,232.32,5.99
8/25/2024,Investment,Debit Card,Bought mutual fund units,870.33,0
8/25/2024,Food,Cash,Ordered food from swiggy,726.3,0
8/25/2024,Food,UPI,Ordered food from swiggy,173.46,0
8/25/2024,Investment,UPI,Invested in stocks,936.72,0
8/25/2024,Entertainment,Credit Card,Movie tickets,401.21,9.23
8/26/2024,Food,Debit Card,Took out a meal from a restaurant,240.31,0
8/26/2024,Entertainment,UPI,Gaming console purchase,236.07,2.7
8/26/2024,Food,Credit Card,Took out a meal from a restaurant,516.74,0
8/26/2024,Transportation,UPI,Uber ride to the office,406.59,0
8/26/2024,Groceries,Cash,Bought vegetables and fruits,583.18,0
8/26/2024,Shopping,Debit Card,Purchased electronics,228.61,0
8/26/2024,Entertainment,Netbanking,Concert tickets,891.3,0
8/26/2024,Transportation,Debit Card,Uber ride to the office,957.96,0
8/27/2024,Groceries,Credit Card,Bought fresh fruits and snacks,108.7,0
8/27/2024,Entertainment,Cash,Concert tickets,76.74,0
8/27/2024,Investment,Credit Card,Invested in stocks,906.48,0
8/27/2024,Groceries,Credit Card,Bought vegetables and fruits,772.27,0
8/27/2024,Shopping,Netbanking,Shopping for accessories,372.64,0
8/27/2024,Food,Credit Card,Dinner delivery from zomato,824.02,0
8/27/2024,Investment,Cash,Invested in stocks,651.01,0
8/27/2024,Entertainment,Cash,Movie tickets,174.41,0
8/27/2024,Food,Netbanking,Dinner delivery from zomato,772.32,0
8/27/2024,Medical Health,Netbanking,Health checkup cost,252.48,0
8/27/2024,Entertainment,Credit Card,Concert tickets,362.39,4.07
8/28/2024,Investment,Netbanking,Purchased bonds,550.89,0
8/28/2024,Transportation,Debit Card,Uber ride to the office,810.51,0
8/29/2024,Groceries,Netbanking,Bought fresh fruits and snacks,229.01,0
8/29/2024,Investment,Credit Card,Invested in stocks,744.4,0
8/29/2024,Transportation,Credit Card,Uber ride to the office,584.68,0
8/29/2024,Medical Health,Debit Card,Health checkup cost,888.21,0
8/29/2024,Investment,Credit Card,Investment in gold,878.42,0
8/29/2024,Entertainment,Debit Card,Movie tickets,282.53,2.43
8/30/2024,Food,Credit Card,Took out a meal from a restaurant,113.61,0
8/30/2024,Food,Cash,Had lunch at hotel,366.57,0
8/30/2024,Medical Health,UPI,Health checkup cost,990.67,0
9/1/2024,Groceries,Cash,Purchased daily essentials,484.95,0
9/1/2024,Food,Debit Card,Had dinner at a restaurant with friends,539.67,0
9/1/2024,Shopping,Cash,Bought clothes,54.46,0
9/1/2024,Transportation,Debit Card,Paid for a cab ride to work,471.9,0
9/1/2024,Shopping,Netbanking,Bought a gift for a friend's birthday,240,0
9/1/2024,Transportation,UPI,Paid for a cab ride to work,928.4,0
9/2/2024,Food,Credit Card,Dinner delivery from zomato,774.74,0
9/2/2024,Transportation,Netbanking,Bought a metro ticket for travel,707.76,0
9/2/2024,Groceries,UPI,Purchased daily essentials,108.81,0
9/2/2024,Investment,UPI,Investment in gold,477.86,0
9/2/2024,Groceries,UPI,Bought vegetables and fruits,750.88,0
9/2/2024,Food,UPI,Had dinner at a restaurant with friends,287.25,0
9/2/2024,Groceries,Netbanking,Grocery shopping at the local store,754.92,0
9/3/2024,Investment,Credit Card,Invested in stocks,980.67,0
9/3/2024,Groceries,Debit Card,Bought vegetables and fruits,601.57,0
9/3/2024,Entertainment,Debit Card,Concert tickets,598.91,0
9/3/2024,Groceries,Debit Card,Grocery shopping at the local store,949.12,0
9/3/2024,Groceries,Debit Card,Bought vegetables and fruits,319.13,0
9/4/2024,Medical Health,Credit Card,Doctor's consultation fee,975.95,0
9/4/2024,Transportation,Cash,Bought a metro ticket for travel,133.1,0
9/4/2024,Transportation,Debit Card,Paid for a cab ride to work,686.08,0
9/4/2024,Food,Credit Card,Had dinner at a restaurant with friends,728.46,0
9/4/2024,Investment,Debit Card,Purchased bonds,903.89,6.61
9/5/2024,Transportation,Credit Card,Fuel refilled for the bike,601.7,0
9/5/2024,Entertainment,Debit Card,Movie tickets,580.41,0
9/5/2024,Entertainment,Netbanking,Gaming console purchase,670.18,0
9/5/2024,Medical Health,Cash,Bought medication,148.34,0
9/6/2024,Transportation,UPI,Paid for train ticket,742.83,3.46
9/6/2024,Shopping,UPI,Purchased electronics,419.23,0
9/6/2024,Food,Credit Card,Dinner delivery from zomato,604.84,0
9/6/2024,Investment,UPI,Purchased bonds,793.57,4.85
9/6/2024,Food,Debit Card,Had dinner at a restaurant with friends,170.49,0
9/6/2024,Transportation,Debit Card,Paid for train ticket,869.8,0
9/7/2024,Transportation,Cash,Paid for train ticket,933.22,0
9/7/2024,Investment,Credit Card,Invested in stocks,940.51,0
9/7/2024,Shopping,Cash,Bought clothes,63.28,0
9/7/2024,Groceries,Netbanking,Grocery shopping at the local store,746.72,0
9/7/2024,Food,Cash,Had dinner at a restaurant with friends,654.81,0
9/8/2024,Medical Health,Netbanking,Medical insurance payment,229.71,0
9/8/2024,Food,Debit Card,Had dinner at a restaurant with friends,39.71,4.57
9/8/2024,Transportation,Cash,Fuel refilled for the bike,965.64,0
9/8/2024,Food,Debit Card,Had dinner at a restaurant with friends,507.75,1.59
9/8/2024,Investment,Netbanking,Investment in gold,114.13,0
9/8/2024,Transportation,Cash,Uber ride to the office,923.64,0
9/9/2024,Medical Health,Debit Card,Health checkup cost,402.02,0
9/9/2024,Medical Health,UPI,Health checkup cost,504.46,5.44
9/9/2024,Shopping,Credit Card,Purchased electronics,431.4,0
9/9/2024,Shopping,UPI,Bought clothes,493.52,0
9/9/2024,Food,Debit Card,Dinner delivery from zomato,373.84,0
9/9/2024,Investment,Netbanking,Bought mutual fund units,847.81,0
9/9/2024,Transportation,Debit Card,Bought a metro ticket for travel,56.04,0
9/10/2024,Transportation,Cash,Uber ride to the office,980.75,0
9/10/2024,Shopping,Debit Card,Shopping for accessories,942.52,0
9/10/2024,Transportation,Cash,Fuel refilled for the bike,360.03,0
9/10/2024,Transportation,Cash,Uber ride to the office,938.19,0
9/10/2024,Food,Debit Card,Took out a meal from a restaurant,916.33,0
9/10/2024,Investment,UPI,Invested in stocks,130.58,0
9/10/2024,Entertainment,Debit Card,Gaming console purchase,520.07,0
9/10/2024,Groceries,Cash,Purchased daily essentials,638.32,0
9/11/2024,Entertainment,Credit Card,Concert tickets,578.76,0
9/11/2024,Food,Credit Card,Took out a meal from a restaurant,572.86,0
9/11/2024,Medical Health,Netbanking,Doctor's consultation fee,509.4,0
9/11/2024,Transportation,Cash,Bought a metro ticket for travel,874.85,0
9/11/2024,Investment,UPI,Invested in stocks,819.62,0
9/11/2024,Shopping,Cash,Bought a gift for a friend's birthday,427.26,0
9/11/2024,Food,Debit Card,Ordered food from swiggy,63.07,0
9/11/2024,Shopping,Netbanking,Bought clothes,251.18,0
9/11/2024,Entertainment,UPI,Movie tickets,727.97,0
9/11/2024,Groceries,UPI,Grocery shopping at the local store,560.61,0
9/12/2024,Investment,Debit Card,Bought mutual fund units,904.68,0
9/12/2024,Groceries,Debit Card,Bought vegetables and fruits,128.67,4.71
9/12/2024,Food,Debit Card,Had lunch at hotel,525.07,0
9/12/2024,Shopping,Netbanking,Bought a gift for a friend's birthday,298.81,0
9/12/2024,Groceries,UPI,Grocery shopping at the local store,139.31,0
9/13/2024,Food,UPI,Dinner delivery from zomato,499.4,7.02
9/13/2024,Transportation,Netbanking,Bought a metro ticket for travel,711.53,0
9/13/2024,Food,Cash,Took out a meal from a restaurant,187.35,0
9/13/2024,Food,Credit Card,Dinner delivery from zomato,221.02,2.34
9/13/2024,Investment,Debit Card,Invested in stocks,485.53,0
9/13/2024,Investment,Credit Card,Purchased bonds,229.18,0
9/13/2024,Groceries,UPI,Purchased daily essentials,387.26,0
9/14/2024,Shopping,Cash,Purchased electronics,479.49,0
